Reactions,sprint_GES1_ARID1A_KO,gimme_GES1_ARID1A_KO,init_GES1_ARID1A_KO,sprint_GES1_ARID1A_KO_Volasertib,gimme_GES1_ARID1A_KO_Volasertib,init_GES1_ARID1A_KO_Volasertib,sprint_GES1_WT_Volasertib,gimme_GES1_WT_Volasertib,init_GES1_WT_Volasertib,sprint_GES_WT,gimme_GES_WT,init_GES_WT,sprint_OVCAR3_ARID1A_KO,gimme_OVCAR3_ARID1A_KO,init_OVCAR3_ARID1A_KO,sprint_OVCAR3_WT,gimme_OVCAR3_WT,init_OVCAR3_WT
r0735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0737,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0741,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
r0743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0747,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
r0750,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
r0752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0779,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
r0781,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r0782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0784,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0786,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0788,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0789,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0795,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0797,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
r0801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0809,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1
r0812,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r0813,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
r0817,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
r0818,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1
r0819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0826,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
r0829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0838,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
r0839,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1
r0840,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0841,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
r0842,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r0845,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
r0853,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0
r0859,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
r0860,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0870,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r0871,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0892,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0899,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0907,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
r0908,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r0909,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r0911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
r0924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0926,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0927,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0
r0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0934,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
r0937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
r0940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0944,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r0946,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
r0950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
r0954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0960,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0961,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0962,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0968,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
r0970,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
r0973,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0974,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
r0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
r0983,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
r0984,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
r0986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
r0987,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0989,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
r0990,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0993,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
r0994,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0995,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
r0997,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
r0998,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
r0999,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
r1000,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1001,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
r1002,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
r1003,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
r1005,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1006,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1
r1007,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
r1008,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
r1011,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1012,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1013,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1014,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r1015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
r1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1018,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1019,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
r1020,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
r1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1030,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
r1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1044,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r1045,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r1050,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
r1051,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r1052,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
r1078,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1088,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1
r1090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1106,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0
r1109,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
r1116,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
r1117,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
r1134,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1135,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
r1143,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1144,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1146,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
r1147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1148,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1
r1150,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1154,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
r1155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1164,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r1165,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r1166,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r1167,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r1168,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r1169,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r1170,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r1171,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
r1172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1291,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r1292,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1
r1298,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1301,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r1302,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1318,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
r1364,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
r1365,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
r1367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
r1368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
r1374,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
r1375,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1
r1377,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1383,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
r1384,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1
r1391,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1
r1392,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1
r1400,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
r1401,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1
r1411,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1421,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
r1423,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1
r1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1428,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
r1429,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
r1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1435,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1436,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
r1437,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
r1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
r1443,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r1444,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r1445,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r1446,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1447,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1448,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1449,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1450,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1451,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r1454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1455,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
r1456,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
r1457,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
r1459,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
r1467,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1468,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
r1472,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r1474,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r1477,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r1481,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1493,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
r1495,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
r1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1499,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
r1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
r1502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
r1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1514,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1515,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1516,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1517,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1518,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1519,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1520,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
r1521,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1522,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1523,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1525,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1527,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
r1529,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
r1530,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
r1531,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
r1532,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
r1533,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
r1536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
r1538,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
r1540,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r1544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1622,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r1627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
